No.	T	dL
186	25.26866913	-0.17155838
187	25.267416	-0.15772438
188	25.14178276	-0.17709351
189	25.45770454	-0.16602516
190	25.19800568	-0.18262672
191	25.19675064	-0.1632576
192	25.19800568	-0.17709351
193	25.21590996	-0.17709351
194	25.43507767	-0.18816185
195	25.27463531	-0.17709351
196	25.33681107	-0.19092751
197	25.33084679	-0.16602516
198	25.45895958	-0.1632576
199	25.36443901	-0.1632576
200	25.29253578	-0.15772438
201	25.04942131	-0.1632576
202	25.2363205	-0.17432594
203	25.17413521	-0.15772438
204	25.15497398	-0.18262672
205	25.1153965	-0.1632576
206	25.19078255	-0.17155838
207	25.31765556	-0.1632576
208	25.29504776	-0.16049004
209	25.18481445	-0.14665604
210	25.18606949	-0.16049004
211	25.13927078	-0.1632576
212	24.92373085	-0.16602516
213	24.98720741	-0.15218925
214	24.99914932	-0.16049004
215	25.02303123	-0.15772438
216	25.03148651	-0.16879082
217	25.04470634	-0.1632576
218	24.97652626	-0.16049004
219	25.06136322	-0.16049004
220	25.05316734	-0.17155838
221	25.22784424	-0.15218925
222	25.38830185	-0.18816185
223	25.34531212	-0.14942169
224	25.27338219	-0.1632576
225	25.2363205	-0.1632576
226	25.16094208	-0.16602516
227	24.99791718	-0.14112091
228	25.04596519	-0.17432594
229	25.25891304	-0.18539429
230	25.16439819	-0.17432594
231	25.15968513	-0.16879082
232	25.30321503	-0.20476341
233	25.20397377	-0.17432594
234	25.25675964	-0.18262672
235	25.27463531	-0.16602516
236	25.14646912	-0.18262672
237	25.19424057	-0.1632576
238	25.30444527	-0.16602516
239	25.12733078	-0.14388847
240	25.2265892	-0.17155838
241	25.28185844	-0.16602516
242	25.4589386	-0.17432594
243	25.11070824	-0.16602516
244	25.35596275	-0.17709351
245	25.42785645	-0.16879082
246	25.26144791	-0.14665604
247	25.25893593	-0.14665604
248	25.13581467	-0.17432594
249	25.27338219	-0.17709351
250	25.1584301	-0.18816185
251	25.24825859	-0.1632576
252	25.267416	-0.18539429
253	25.06042099	-0.17985916
254	25.03400421	-0.19092751
255	25.08774948	-0.18262672
256	25.03023148	-0.19092751
257	25.15120506	-0.17155838
258	25.08429337	-0.1632576
259	25.09623146	-0.18539429
260	25.15371895	-0.18539429
261	25.16565514	-0.17985916
262	25.37762642	-0.17709351
263	25.51166725	-0.15772438
264	25.27212524	-0.18539429
265	25.4457531	-0.16602516
266	25.47086525	-0.17155838
267	25.31043625	-0.13835335
268	25.18355751	-0.17709351
269	25.30698204	-0.15772438
270	25.37511635	-0.18816185
271	25.18353462	-0.17155838
272	25.03276825	-0.19369507
273	25.22187614	-0.14665604
274	25.17413521	-0.17985916
275	25.32016754	-0.15495682
276	25.38484955	-0.16602516
277	25.38110542	-0.16049004
278	25.25547981	-0.17985916
279	25.27118683	-0.16602516
280	25.32739258	-0.17709351
281	24.98846436	-0.17432594
282	25.17290115	-0.17432594
283	25.21588516	-0.15495682
284	25.31891441	-0.18539429
285	25.28908348	-0.1632576
286	25.1430397	-0.20476341
287	25.34997368	-0.17709351
288	25.23035622	-0.21029854
289	25.17164612	-0.16602516
290	25.31765556	-0.17985916
291	25.44700623	-0.16602516
292	25.43978882	-0.18262672
293	25.21844482	-0.15772438
294	25.27589226	-0.17432594
295	25.14052391	-0.15772438
296	25.43978882	-0.17709351
297	25.35847282	-0.16602516
298	25.33209991	-0.19923019
299	25.29975891	-0.1632576
300	25.23757935	-0.19092751
301	25.06984329	-0.18262672
302	25.2422905	-0.17985916
303	25.34531212	-0.17985916
304	25.26866913	-0.20199585
305	25.28784943	-0.17155838
306	25.15497398	-0.17709351
307	25.2806015	-0.16049004
308	25.17884445	-0.20199585
309	25.17413521	-0.16602516
310	25.42658043	-0.18539429
311	25.26869202	-0.1632576
312	25.46487808	-0.16879082
313	25.37637138	-0.15218925
314	25.49126816	-0.16049004
315	25.37762642	-0.15772438
316	25.55341339	-0.17155838
317	25.22564697	-0.17155838
318	25.27335739	-0.17155838
319	25.27338219	-0.17432594
320	25.34403419	-0.18816185
321	25.15246391	-0.17985916
322	25.23035622	-0.17985916
323	25.19800568	-0.19646263
324	25.38955688	-0.17709351
325	25.49252319	-0.17155838
326	25.43978882	-0.19923019
327	25.26144791	-0.16602516
328	25.13581467	-0.17985916
329	25.29975891	-0.15772438
330	25.33084679	-0.19092751
331	25.41467476	-0.16879082
332	25.46492577	-0.17155838
333	25.2806015	-0.16879082
334	25.52830505	-0.19646263
335	25.4589386	-0.19369507
336	25.419384	-0.19923019
337	25.41592789	-0.16049004
338	25.38955688	-0.17155838
339	25.33209991	-0.14942169
340	25.19675064	-0.15218925
341	25.05193329	-0.16602516
342	25.08429337	-0.17155838
343	25.45768166	-0.17155838
344	25.26144791	-0.16049004
345	25.50317192	-0.17709351
346	25.33086967	-0.19092751
347	25.20994377	-0.1632576
348	25.45768166	-0.17985916
349	25.5916996	-0.16602516
350	25.30101395	-0.20199585
351	25.53204727	-0.16602516
352	25.4793396	-0.18816185
353	25.23757935	-0.17432594
354	25.13707352	-0.17709351
355	25.24354553	-0.18816185
356	25.32739258	-0.19646263
357	25.18606949	-0.17709351
358	25.4686718	-0.20199585
359	25.46490097	-0.17155838
360	25.34654427	-0.20476341
361	25.4457531	-0.17985916
362	25.23757935	-0.18539429
363	25.15246391	-0.19369507
364	25.15371895	-0.20476341
365	25.26147079	-0.16602516
366	25.27338219	-0.19092751
367	25.29379082	-0.18539429
368	25.49129105	-0.22136688
369	25.31765556	-0.17155838
370	25.37040329	-0.19646263
371	25.32236862	-0.19092751
372	25.47808456	-0.19092751
373	25.3703804	-0.1632576
374	25.36318779	-0.18539429
375	25.43510437	-0.18539429
376	25.5571804	-0.18539429
377	25.43382263	-0.18262672
378	25.36443901	-0.20199585
379	25.41467476	-0.17155838
380	25.3380661	-0.17432594
381	25.43978882	-0.14942169
382	25.57852173	-0.1632576
383	25.45299721	-0.16879082
384	25.50915909	-0.1632576
385	25.42189407	-0.17985916
386	25.55216026	-0.20199585
387	25.4325676	-0.19092751
388	25.38233757	-0.20753098
389	25.30101395	-0.17155838
390	25.50915909	-0.19923019
391	25.45768166	-0.17709351
392	25.63595009	-0.15772438
393	25.33932114	-0.16049004
394	25.32016754	-0.16602516
395	25.46490097	-0.14112091
396	25.38830185	-0.16879082
397	25.14774895	-0.15218925
398	25.25076866	-0.18816185
399	25.20271683	-0.1632576
400	25.24825859	-0.19092751
401	25.51041603	-0.15218925
402	25.47682953	-0.17432594
403	25.39677811	-0.16879082
404	25.57130432	-0.17709351
405	25.42186928	-0.18539429
406	25.35596275	-0.18539429
407	25.10471725	-0.1632576
408	25.18355751	-0.17985916
409	25.1153717	-0.16602516
410	25.11413956	-0.18539429
411	25.23755455	-0.1632576
412	25.29251099	-0.17155838
413	25.21716499	-0.16879082
414	25.20994377	-0.19369507
415	25.19800568	-0.17709351
416	25.13581467	-0.19092751
417	25.267416	-0.16602516
418	25.29975891	-0.17985916
419	25.16565514	-0.14942169
420	25.14523888	-0.17709351
421	25.10691261	-0.15218925
422	25.09497643	-0.1632576
423	24.95012856	-0.16879082
424	25.0638485	-0.15218925
425	25.16565514	-0.14942169
426	25.11068344	-0.17432594
427	25.06387329	-0.1632576
428	25.13330269	-0.15495682
429	25.24825859	-0.15772438
430	25.41467476	-0.15495682
431	25.21716499	-0.17155838
432	25.45171547	-0.1632576
433	25.26866913	-0.18262672
434	25.31166649	-0.18262672
435	25.05916023	-0.17155838
436	25.07704353	-0.19092751
437	25.21593285	-0.17432594
438	25.15968513	-0.17432594
439	25.12858772	-0.17432594
440	25.12733078	-0.19923019
441	25.10814667	-0.17432594
442	25.22313309	-0.15772438
443	25.33335686	-0.17985916
444	25.34654427	-0.18262672
445	25.49597549	-0.17985916
446	25.35125351	-0.19369507
447	25.55467033	-0.17155838
448	25.54870605	-0.18539429
449	25.54023361	-0.16602516
450	25.14178276	-0.17432594
451	25.25547981	-0.14942169
452	25.26270103	-0.16049004
453	25.35847282	-0.15772438
454	25.14774895	-0.15218925
455	25.1430397	-0.1632576
456	25.04470634	-0.15772438
457	25.08429337	-0.15495682
458	25.20523071	-0.18816185
459	25.10691261	-0.14388847
460	25.20994377	-0.16879082
461	25.419384	-0.17709351
462	25.19201469	-0.18262672
463	25.15026855	-0.15772438
464	25.42066193	-0.16602516
465	25.54148674	-0.1632576
466	25.41122246	-0.1632576
467	25.64441872	-0.17155838
468	25.45770454	-0.17985916
469	25.36915207	-0.16879082
470	25.4457531	-0.16879082
471	25.59891891	-0.15772438
472	25.4457283	-0.15218925
473	25.33209991	-0.14942169
474	25.34403419	-0.18539429
475	25.31169128	-0.1632576
476	25.19677353	-0.17985916
477	25.20994377	-0.16602516
478	25.37040329	-0.16602516
479	25.28531456	-0.15772438
480	25.4325676	-0.14942169
481	25.37040329	-0.13558769
482	25.51041603	-0.17155838
483	25.31294632	-0.14942169
484	25.38359261	-0.19646263
485	25.15968513	-0.15218925
486	25.29379082	-0.15495682
487	25.39081383	-0.15772438
488	25.39426613	-0.1632576
489	25.47086525	-0.1632576
490	25.21593285	-0.1632576
491	25.29376602	-0.14388847
492	25.22438622	-0.19092751
493	25.36443901	-0.19646263
494	25.40148926	-0.20753098
495	25.49126816	-0.17432594
496	25.38233757	-0.19369507
497	25.37040329	-0.14942169
498	25.26018906	-0.1632576
499	25.2303791	-0.16602516
500	25.37637138	-0.20199585
501	25.35125351	-0.18816185
502	25.36915207	-0.17432594
503	25.33681107	-0.17432594
504	25.23035622	-0.17985916
505	25.3572197	-0.16602516
506	25.27463531	-0.19092751
507	25.40148926	-0.17432594
508	25.22313309	-0.17155838
509	25.53680229	-0.16049004
510	25.52956009	-0.1632576
511	25.41592789	-0.15772438
512	25.38356781	-0.19646263
513	25.38827705	-0.15772438
514	25.43978882	-0.17432594
515	25.30823708	-0.18262672
516	25.13927078	-0.16049004
517	25.07581329	-0.14942169
518	25.28782463	-0.16602516
519	25.3346138	-0.18816185
520	25.27934647	-0.19092751
521	25.2963295	-0.19646263
522	25.14649391	-0.20199585
523	25.08303642	-0.16602516
524	25.11665154	-0.20476341
525	25.25297165	-0.19369507
526	25.25547981	-0.19369507
527	25.37166214	-0.18816185
528	25.11285782	-0.16879082
529	25.33209991	-0.19092751
530	25.40742874	-0.19092751
531	25.33209991	-0.17432594
532	25.17162514	-0.17985916
533	25.24606323	-0.14388847
534	25.21716499	-0.18539429
535	25.21716499	-0.16602516
536	25.21716499	-0.19092751
537	25.18355751	-0.16602516
538	25.01959801	-0.19646263
539	25.22910309	-0.18816185
540	25.38955688	-0.17985916
541	25.35125351	-0.16049004
542	25.35470963	-0.17709351
543	25.31765556	-0.18539429
544	25.16091728	-0.19923019
545	25.08303642	-0.19646263
546	25.02083015	-0.21306419
547	25.06387329	-0.17709351
548	25.24354553	-0.19646263
549	25.25547981	-0.18539429
550	25.44106865	-0.20199585
551	25.4661541	-0.21029854
552	25.4589386	-0.20476341
553	25.31891441	-0.18262672
554	25.46490097	-0.19646263
555	25.61680794	-0.19369507
556	25.38484955	-0.22136688
557	25.37511635	-0.19923019
558	25.21716499	-0.21583176
559	25.24951363	-0.19369507
560	25.30698204	-0.19369507
561	25.43978882	-0.19369507
562	25.37386131	-0.19923019
563	25.28531456	-0.17709351
564	25.4589386	-0.19923019
565	25.56440163	-0.18262672
566	25.29128265	-0.19369507
567	25.23506737	-0.18539429
568	25.4325676	-0.18539429
569	25.26018906	-0.17432594
570	25.44577599	-0.17155838
571	25.42189407	-0.17155838
572	25.37637138	-0.18816185
573	25.46021461	-0.14388847
574	25.56910324	-0.17432594
575	25.58699226	-0.19369507
576	25.41592789	-0.19646263
577	25.19675064	-0.17155838
578	25.49974251	-0.17709351
579	25.42066193	-0.18262672
580	25.48530197	-0.22413254
581	25.43978882	-0.19369507
582	25.33335686	-0.18816185
583	25.50915909	-0.19092751
584	25.49974251	-0.18816185
585	25.53803444	-0.17985916
586	25.63717842	-0.21029854
587	25.5882473	-0.17709351
588	25.55592346	-0.19646263
589	25.38233757	-0.19369507
590	25.37040329	-0.18262672
591	25.14178276	-0.17432594
592	25.19926262	-0.20476341
593	25.20269203	-0.17709351
594	25.30101395	-0.18262672
595	25.19206238	-0.13835335
596	25.25547981	-0.17985916
597	25.22784424	-0.1632576
598	25.15968513	-0.18539429
599	25.00038147	-0.14388847
600	25.08555222	-0.17432594
601	25.39426613	-0.15772438
602	25.24825859	-0.16049004
603	25.31765556	-0.17432594
604	25.27338219	-0.17432594
605	25.26869202	-0.17709351
606	25.43384743	-0.18262672
607	25.3572197	-0.15495682
608	25.27589226	-0.18816185
609	25.21119881	-0.19646263
610	25.13581467	-0.18539429
611	25.28531456	-0.17432594
612	25.49597549	-0.17709351
613	25.36320877	-0.15218925
614	25.17290115	-0.14942169
615	25.21119881	-0.16602516
616	25.13581467	-0.19369507
617	25.21245384	-0.15218925
618	25.2806015	-0.16879082
619	25.46019173	-0.16879082
620	25.36318779	-0.17709351
621	25.46016693	-0.16879082
622	25.56060791	-0.17709351
623	25.46016693	-0.17709351
624	25.6971302	-0.16602516
625	25.56188393	-0.14388847
626	25.53081512	-0.18262672
627	25.567873	-0.14388847
628	25.46016693	-0.16049004
629	25.49252319	-0.14665604
630	25.21245384	-0.15218925
631	25.53552437	-0.16879082
632	25.58699226	-0.17155838
633	25.54525566	-0.18262672
634	25.63251877	-0.17709351
635	25.5882473	-0.17155838
636	25.53081512	-0.17155838
637	25.54995728	-0.15495682
638	25.51763344	-0.18539429
639	25.48530197	-0.16602516
640	25.52956009	-0.18262672
641	25.54995728	-0.17155838
642	25.46995163	-0.18539429
643	25.61808586	-0.1632576
644	25.47212029	-0.16049004
645	25.21245384	-0.15495682
646	25.24948883	-0.17432594
647	25.15120506	-0.15772438
648	25.18606949	-0.1632576
649	25.40870857	-0.14942169
650	25.16690826	-0.16602516
651	25.15968513	-0.17432594
652	25.06638908	-0.16879082
653	25.15623474	-0.1632576
654	25.41592789	-0.15495682
655	25.2363205	-0.1632576
656	25.19800568	-0.19646263
657	25.30227089	-0.15495682
658	25.29504776	-0.16879082
659	25.14052391	-0.1632576
660	25.02679825	-0.18816185
661	24.97401237	-0.17985916
662	25.21716499	-0.19092751
663	25.18481445	-0.17709351
664	25.34403419	-0.18539429
665	25.19329643	-0.17709351
666	25.10094452	-0.18539429
667	25.23035622	-0.15218925
668	25.09278107	-0.19923019
669	25.29255867	-0.17432594
670	25.58573532	-0.18539429
671	25.54274178	-0.15218925
672	25.53552437	-0.19369507
673	25.39426613	-0.17985916
674	25.4398098	-0.1632576
675	25.50444984	-0.13282013
676	25.41467476	-0.14942169
677	25.4589386	-0.13282013
678	25.54870605	-0.14112091
679	25.52359581	-0.12451935
680	25.62873268	-0.16879082
681	25.27463531	-0.17432594
682	25.26018906	-0.17155838
683	25.23287201	-0.1632576
684	25.29504776	-0.14388847
685	25.18355751	-0.14665604
686	25.26144791	-0.16049004
687	25.29504776	-0.13282013
688	25.21842003	-0.17432594
689	25.21968079	-0.14388847
690	25.12261963	-0.15495682
691	25.20397377	-0.17432594
692	25.28782463	-0.17155838
693	25.22912407	-0.16049004
694	25.14903069	-0.20199585
695	25.3572197	-0.14665604
696	24.93441582	-0.17709351
697	25.08303642	-0.15218925
698	25.21968079	-0.16602516
699	25.49848747	-0.15495682
700	25.52108765	-0.18816185
701	25.64787292	-0.19092751
702	25.4325676	-0.1632576
703	25.32613373	-0.18262672
704	25.2303791	-0.17432594
705	25.22910309	-0.17432594
706	25.13581467	-0.17709351
707	25.28185844	-0.16602516
708	25.40272141	-0.18539429
709	25.53426933	-0.15772438
710	25.39677811	-0.19369507
711	25.22313309	-0.17155838
712	25.45768166	-0.19646263
713	25.26270103	-0.17432594
714	25.26992607	-0.18816185
715	25.26147079	-0.19092751
716	25.21119881	-0.19369507
717	25.44577599	-0.17709351
718	25.21590996	-0.17985916
719	25.41341782	-0.16049004
720	25.24103355	-0.15218925
721	25.40870857	-0.16049004
722	25.47808456	-0.18816185
723	25.33553123	-0.17709351
724	25.25547981	-0.17432594
725	25.34280205	-0.18262672
726	25.4291153	-0.17709351
727	25.40745354	-0.17432594
728	25.41718674	-0.18816185
729	25.35596275	-0.17985916
730	25.48279572	-0.19369507
731	25.20397377	-0.17432594
732	25.20271683	-0.17155838
733	25.21119881	-0.15495682
734	25.19926262	-0.17709351
735	25.24700356	-0.14942169
736	25.33932114	-0.14665604
737	25.32613373	-0.16602516
738	25.28782463	-0.17432594
739	25.37762642	-0.18539429
740	25.34526443	-0.1632576
741	25.25547981	-0.1632576
742	25.06856155	-0.15495682
743	25.19800568	-0.1632576
744	25.14052391	-0.16879082
745	25.26270103	-0.18539429
746	25.13330269	-0.18539429
747	25.37166214	-0.15495682
748	25.44826126	-0.18539429
749	25.4661541	-0.19092751
750	25.57506752	-0.1632576
751	25.21245384	-0.15218925
752	25.19455528	-0.17432594
753	25.42189407	-0.17155838
754	25.16220284	-0.17709351
755	25.36318779	-0.18539429
756	25.26018906	-0.16602516
757	25.43507767	-0.17985916
758	25.3572197	-0.17709351
759	25.34403419	-0.18816185
760	25.27461052	-0.19646263
761	25.49597549	-0.19092751
762	25.48530197	-0.21029854
763	25.44826126	-0.18816185
764	25.42535019	-0.20753098
765	25.34874535	-0.18262672
766	25.16220284	-0.16879082
767	25.33209991	-0.18539429
768	25.2422905	-0.19369507
769	25.13924599	-0.19369507
770	25.21117401	-0.19923019
771	25.33932114	-0.17155838
772	25.19329643	-0.16049004
773	25.19800568	-0.16602516
774	25.19926262	-0.20199585
775	25.40996361	-0.18539429
776	25.22187614	-0.16879082
777	25.2422905	-0.17709351
778	25.393013	-0.20753098
779	25.419384	-0.18816185
780	25.51638031	-0.19923019
781	25.37511635	-0.17709351
782	25.40148926	-0.19369507
783	25.41467476	-0.16602516
784	25.50319672	-0.1632576
785	25.4325676	-0.16879082
786	25.57506752	-0.19092751
787	25.50915909	-0.18816185
788	25.4661541	-0.18816185
789	25.43978882	-0.18262672
790	25.51638031	-0.19092751
791	25.4661541	-0.16602516
792	25.24480247	-0.19369507
793	25.16565514	-0.17709351
794	25.06858444	-0.16049004
795	25.14052391	-0.15218925
796	25.26018906	-0.16602516
797	25.12136459	-0.15218925
798	25.19078255	-0.13282013
799	25.20868492	-0.15772438
800	25.2363205	-0.16602516
801	25.21716499	-0.14665604
802	25.22313309	-0.16602516
803	25.42064095	-0.16602516
804	25.42785645	-0.17432594
805	25.51166725	-0.17709351
806	25.29255867	-0.17432594
807	25.26270103	-0.17155838
808	25.52485275	-0.18539429
809	25.29504776	-0.16879082
810	25.42064095	-0.19646263
811	25.44577599	-0.17155838
812	25.39426613	-0.19646263
813	25.35125351	-0.15772438
814	25.29975891	-0.16602516
815	25.28784943	-0.18539429
816	25.38484955	-0.19369507
817	25.29507256	-0.18262672
818	25.52830505	-0.17432594
819	25.39207077	-0.17985916
820	25.4793644	-0.17985916
821	25.34060287	-0.16049004
822	25.26396179	-0.18539429
823	25.30823708	-0.15218925
824	25.1574955	-0.17985916
825	25.1034565	-0.19092751
826	25.0915451	-0.17709351
827	25.12008476	-0.16049004
828	25.33932114	-0.18262672
829	25.21588516	-0.17155838
830	25.4457531	-0.17155838
831	25.43507767	-0.15495682
832	25.3248806	-0.17985916
833	25.49723244	-0.16879082
834	25.19549561	-0.16049004
835	25.17162514	-0.17155838
836	25.16690826	-0.1632576
837	25.30101395	-0.16602516
838	25.17411232	-0.17155838
839	25.3798275	-0.16049004
840	25.24825859	-0.18816185
841	25.18481445	-0.18262672
842	25.20397377	-0.17155838
843	25.38830185	-0.14942169
844	25.26270103	-0.15495682
845	25.29975891	-0.14112091
846	25.33209991	-0.15495682
847	25.42785645	-0.15772438
848	25.3380661	-0.14942169
849	25.26018906	-0.15495682
850	25.35250854	-0.16602516
851	25.45297241	-0.16049004
852	25.43131256	-0.15218925
853	25.40274429	-0.14942169
854	25.30695724	-0.18262672
855	25.43978882	-0.16879082
856	25.26144791	-0.16049004
857	25.24354553	-0.14665604
858	25.38832474	-0.17709351
859	25.61084366	-0.13558769
860	25.66952133	-0.14665604
861	25.4457531	-0.17709351
862	25.57632446	-0.17432594
863	25.57506752	-0.18539429
864	25.50915909	-0.15772438
865	25.52707481	-0.19092751
866	25.54148674	-0.17432594
867	25.3836174	-0.15218925
868	25.33209991	-0.17432594
869	25.51638031	-0.17155838
870	25.49723244	-0.19092751
871	25.4661293	-0.17709351
872	25.4589386	-0.15772438
873	25.44577599	-0.17709351
874	25.37040329	-0.18539429
875	25.51638031	-0.1632576
876	25.46490097	-0.17985916
877	25.24103355	-0.15218925
878	25.13579178	-0.18262672
879	25.35125351	-0.17432594
880	25.28908348	-0.16602516
881	25.29379082	-0.18816185
882	25.20868492	-0.16602516
883	25.22438622	-0.17985916
884	25.1153965	-0.17709351
885	25.36567307	-0.17155838
886	25.4589386	-0.21029854
887	25.5571804	-0.18539429
888	25.50444984	-0.21306419
889	25.33932114	-0.19923019
890	25.39426613	-0.17155838
891	25.36569786	-0.18816185
892	25.38484955	-0.15772438
893	25.28784943	-0.15495682
894	25.22438622	-0.17985916
895	25.10942268	-0.13835335
896	25.32739258	-0.16879082
897	25.38108253	-0.16049004
898	25.41341782	-0.18262672
899	25.45171547	-0.16602516
900	25.49252319	-0.18816185
901	25.55341339	-0.15495682
902	25.7150116	-0.16049004
903	25.7005825	-0.14942169
904	25.55937767	-0.16602516
905	25.51760864	-0.16049004
906	25.28784943	-0.17155838
907	25.19800568	-0.1632576
908	25.45297241	-0.17432594
909	25.44826126	-0.15495682
910	25.41216278	-0.14942169
911	25.49851227	-0.16049004
912	25.31169128	-0.16879082
913	25.24825859	-0.17432594
914	25.33084679	-0.19092751
915	25.27934647	-0.16879082
916	25.32016754	-0.17985916
917	25.40996361	-0.14942169
918	25.20397377	-0.15218925
919	25.39426613	-0.1632576
920	25.34528923	-0.18262672
921	25.47337532	-0.16879082
922	25.49723244	-0.16602516
923	25.64912605	-0.16602516
924	25.51041603	-0.17432594
925	25.54744911	-0.14112091
926	25.52830505	-0.15495682
927	25.49001122	-0.15495682
928	25.45768166	-0.17709351
929	25.56060791	-0.16602516
930	25.51041603	-0.17709351
931	25.40870857	-0.17155838
932	25.47808456	-0.14665604
933	25.419384	-0.14112091
