No.	T	dL
132	24.45538712	-0.16879082
133	24.63864136	-0.16879082
134	24.65914917	-0.19092751
135	24.58241844	-0.15772247
136	24.59432411	-0.1770916
137	24.66047478	-0.14665413
138	24.69616127	-0.16879082
139	24.50434875	-0.14388847
140	24.4110527	-0.1632576
141	24.52486038	-0.15218925
142	24.66972733	-0.1770916
143	24.77422333	-0.16879082
144	24.78149796	-0.19092751
145	24.4672966	-0.1770916
146	24.56056023	-0.16879082
147	24.61416817	-0.16602325
148	24.42160988	-0.15772247
149	24.55330276	-0.15218925
150	24.64327049	-0.17155838
151	24.66377449	-0.16602325
152	24.6829567	-0.14388847
153	24.65649986	-0.16602325
154	24.63731766	-0.19369507
155	24.59697533	-0.14942169
156	24.48053169	-0.16879082
157	24.40111923	-0.16049004
158	24.47920418	-0.1770916
159	24.61681175	-0.15772247
160	24.58971786	-0.18262672
161	24.80265045	-0.16049004
162	24.83637428	-0.15495491
163	24.97652245	-0.14388847
164	24.65054893	-0.15495491
165	24.46134186	-0.1770916
166	24.54734993	-0.18815994
167	24.42758942	-0.16049004
168	24.54734993	-0.18262672
169	24.58572006	-0.15218925
170	24.63599586	-0.18815994
171	24.61681175	-0.16879082
172	24.65647697	-0.16879082
173	24.55134773	-0.15495491
174	24.43486977	-0.17432594
175	24.54734993	-0.14942169
176	24.65184593	-0.16602325
177	24.82184982	-0.17432594
178	24.63731766	-0.16602325
179	24.49971962	-0.14388847
180	24.49111366	-0.18262672
181	24.53544235	-0.17432594
182	24.57513809	-0.1770916
183	24.80397606	-0.1632576
184	24.72131348	-0.14112091
185	24.66972733	-0.13835335
186	24.77025223	-0.17985916
187	24.67570305	-0.14112091
188	24.66509819	-0.16602325
189	24.77752304	-0.14388847
190	24.66972733	-0.15772247
191	24.63136482	-0.18262672
192	24.62408829	-0.18815994
193	24.60890198	-0.15218925
194	24.61350632	-0.18815994
195	24.74644661	-0.17432594
196	24.55132675	-0.16602325
197	24.65319633	-0.16879082
198	24.5929985	-0.16879082
199	24.55595207	-0.14942169
200	24.45736504	-0.20199585
201	24.61945915	-0.14665413
202	24.65782166	-0.1770916
203	24.70938873	-0.1632576
204	24.65189171	-0.19092751
205	24.66047478	-0.18815994
206	24.74314499	-0.17432594
207	24.67568016	-0.16049004
208	24.63861847	-0.18539429
209	24.63401413	-0.1632576
210	24.78347397	-0.17155838
211	24.56918335	-0.14665413
212	24.51297569	-0.16602325
213	24.56785774	-0.15495491
214	24.68758392	-0.16049004
215	24.61218452	-0.20199585
216	24.75967026	-0.17155838
217	24.93948174	-0.15772247
218	24.75506973	-0.16602325
219	24.70478821	-0.16879082
220	24.68758392	-0.19369507
221	24.4957428	-0.15772247
222	24.49706841	-0.17432594
223	24.48846626	-0.18262672
224	24.76232338	-0.17432594
225	24.72396469	-0.14665413
226	24.57381439	-0.16879082
227	24.63864136	-0.16879082
228	24.59762764	-0.15495491
229	24.61350632	-0.14388847
230	24.69486046	-0.1632576
231	24.65189171	-0.1632576
232	24.72131348	-0.17155838
233	24.74181557	-0.16879082
234	24.78479958	-0.15218925
235	24.57976723	-0.14665413
236	24.47391129	-0.18815994
237	24.45405769	-0.18815994
238	24.57976723	-0.17985916
239	24.53544235	-0.16879082
240	24.52218819	-0.1632576
241	24.51625824	-0.1632576
242	24.67700386	-0.17155838
243	24.7933979	-0.17432594
244	24.84366798	-0.18815994
245	24.85952187	-0.16879082
246	24.75237274	-0.17155838
247	24.78479958	-0.20199585
248	24.77289772	-0.21029663
249	24.88659668	-0.17432594
250	24.66377449	-0.19922829
251	24.70808983	-0.17985916
252	24.52486038	-0.1632576
253	24.69288445	-0.16049004
254	24.71669006	-0.15495491
255	24.95140266	-0.16879082
256	24.79670143	-0.16602325
257	24.89389229	-0.14665413
258	24.745121	-0.17432594
259	24.84827423	-0.18539429
260	24.57381439	-0.13835335
261	24.82315063	-0.14942169
262	24.68890953	-0.17432594
263	24.62541008	-0.16879082
264	24.43354416	-0.20199585
265	24.57248878	-0.19369507
266	24.58572006	-0.16049004
267	24.80992699	-0.16879082
268	24.74379921	-0.19922829
269	24.71536255	-0.1770916
270	24.68758392	-0.16602325
271	24.67435837	-0.15772247
272	24.59897614	-0.18539429
273	24.72594452	-0.18262672
274	24.69353676	-0.17985916
275	24.53874969	-0.17985916
276	24.56190491	-0.18539429
277	24.64459419	-0.16602325
278	24.48251152	-0.20199585
279	24.49243736	-0.16049004
280	24.63731766	-0.16879082
281	24.48515892	-0.15495491
282	24.45141029	-0.1632576
283	24.31110573	-0.1632576
284	24.47324753	-0.21306419
285	24.53676796	-0.15772247
286	24.55727959	-0.17155838
287	24.77025223	-0.15495491
288	24.745121	-0.14388847
289	24.60622978	-0.13558578
290	24.47918129	-0.16049004
291	24.67435837	-0.14665413
292	24.56060791	-0.17155838
293	24.70676422	-0.16879082
294	24.73917007	-0.17432594
295	24.76694679	-0.15495491
296	24.57381439	-0.16602325
297	24.89124489	-0.16049004
298	24.56188202	-0.14942169
299	24.71401787	-0.16602325
300	24.85686874	-0.18815994
301	24.95140266	-0.14388847
302	24.77752304	-0.15218925
303	25.05448723	-0.14112091
304	24.76099396	-0.1632576
305	24.73917007	-0.17155838
306	24.87471962	-0.16602325
307	24.86612511	-0.14388847
308	24.80397606	-0.18539429
309	24.89984322	-0.18815994
310	24.61813736	-0.19369507
311	24.63996696	-0.17985916
312	24.51890755	-0.19922829
313	24.65189171	-0.17432594
314	24.70213699	-0.19369507
315	24.83505058	-0.16879082
316	24.57513809	-0.18815994
317	24.64726639	-0.17155838
318	24.60490417	-0.16879082
319	24.54272079	-0.17432594
320	24.65054893	-0.21306419
321	24.57974243	-0.20476341
322	24.67568016	-0.19922829
323	24.92958832	-0.17432594
324	24.70941162	-0.18815994
325	24.69486046	-0.16879082
326	24.78612328	-0.21306419
327	24.85290146	-0.23243332
328	24.6829567	-0.22966576
329	24.62341499	-0.22136497
330	24.66377449	-0.19646263
331	24.76232338	-0.21306419
332	24.84825134	-0.20753098
333	24.77884674	-0.17432594
334	24.74181557	-0.1632576
335	24.84232521	-0.16049004
336	24.73321915	-0.18262672
337	24.80529785	-0.19646263
338	24.81587601	-0.19092751
339	24.71073914	-0.18539429
340	24.76562309	-0.16602325
341	24.53674316	-0.18262672
342	24.53678894	-0.19922829
343	24.72131348	-0.21306419
344	24.48978806	-0.21029663
345	24.52618599	-0.18262672
346	24.64459419	-0.18815994
347	24.71404076	-0.17155838
348	24.74644661	-0.16879082
349	24.65914917	-0.17432594
350	24.73057365	-0.19922829
351	24.77750015	-0.19646263
352	24.47788048	-0.19092751
353	24.50434875	-0.17432594
354	24.47788048	-0.19369507
355	24.45405769	-0.15495491
356	24.36538506	-0.16879082
357	24.37729263	-0.14942169
358	24.48381042	-0.17432594
359	24.51758003	-0.15495491
360	24.832407	-0.20476341
361	24.59432411	-0.18262672
362	24.58704376	-0.20199585
363	24.70345879	-0.17432594
364	24.77289772	-0.18539429
365	24.77025223	-0.15495491
366	24.68890953	-0.20476341
367	24.43486977	-0.15218925
368	24.56523514	-0.16049004
369	24.51030159	-0.16879082
370	24.51162338	-0.17155838
371	24.55595207	-0.1632576
372	24.55463028	-0.16602325
373	24.74049377	-0.14665413
374	24.65385437	-0.17432594
375	24.60622978	-0.18262672
376	24.56058311	-0.16602325
377	24.54272079	-0.14942169
378	24.62541008	-0.17155838
379	24.46596909	-0.17432594
380	24.66509819	-0.19092751
381	24.69618607	-0.15772247
382	24.77884674	-0.20199585
383	24.71666336	-0.19646263
384	24.70348167	-0.1770916
385	24.71999359	-0.15772247
386	24.51493073	-0.18539429
387	24.62078476	-0.16049004
388	24.7933979	-0.19092751
389	24.81122398	-0.1632576
390	24.69618607	-0.16049004
391	24.61811256	-0.15772247
392	24.70480919	-0.1632576
393	24.77157402	-0.16049004
394	24.79802513	-0.16879082
395	24.71734619	-0.17432594
396	24.64591599	-0.17432594
397	24.74049377	-0.1632576
398	24.66509819	-0.18539429
399	24.78744888	-0.13282013
400	24.88199425	-0.13558578
401	24.71401787	-0.13558578
402	24.67107391	-0.14942169
403	24.81452942	-0.127285
404	24.59432411	-0.1632576
405	24.52023125	-0.17155838
406	24.54734993	-0.17985916
407	24.67435837	-0.15218925
408	24.61813736	-0.18815994
409	24.63864136	-0.14665413
410	24.56323242	-0.15495491
411	24.74379921	-0.1770916
412	24.65782166	-0.17155838
413	24.51890755	-0.14112091
414	24.59432411	-0.16602325
415	24.65782166	-0.14665413
416	24.78612328	-0.14942169
417	24.67237854	-0.13005257
418	24.57248878	-0.13005257
419	24.50434875	-0.13282013
420	24.70081329	-0.17432594
421	24.57381439	-0.15495491
422	24.62541008	-0.14942169
423	24.61218452	-0.16049004
424	24.63729286	-0.15495491
425	24.70476341	-0.15495491
426	24.74181557	-0.15218925
427	24.71999359	-0.17432594
428	24.84497261	-0.21583176
429	24.76429939	-0.1770916
430	24.7920742	-0.19369507
431	24.70811272	-0.17432594
432	24.73189735	-0.17155838
433	24.69750977	-0.16602325
434	24.62078476	-0.18539429
435	24.75371933	-0.19092751
436	24.8145771	-0.19369507
437	24.5916729	-0.19369507
438	24.69025612	-0.19646263
439	24.59762764	-0.16049004
440	24.65519714	-0.1632576
441	24.65054893	-0.17155838
442	24.79934502	-0.19092751
443	24.73454285	-0.1770916
444	24.68890953	-0.21029663
445	24.67965508	-0.14942169
446	24.66972733	-0.1632576
447	24.67568016	-0.1632576
448	24.70213699	-0.17432594
449	24.6088562	-0.15218925
450	24.46464729	-0.19646263
451	24.61681175	-0.21029663
452	24.65980911	-0.20476341
453	24.85292435	-0.19922829
454	24.79934502	-0.21583176
455	24.70943451	-0.18539429
456	24.68758392	-0.19369507
457	24.8145771	-0.18815994
458	24.62273979	-0.19646263
459	24.60490417	-0.17432594
460	24.68163109	-0.19646263
461	24.61816025	-0.20199585
462	24.70345879	-0.19922829
463	24.62673569	-0.17155838
464	24.70544052	-0.1632576
465	24.75239754	-0.17155838
466	24.60027695	-0.1770916
467	24.5929985	-0.15495491
468	24.52221107	-0.16602325
469	24.59895134	-0.14942169
470	24.66972733	-0.1770916
471	24.74181557	-0.13835335
472	24.55592918	-0.13005257
473	24.56653595	-0.1632576
474	24.54139709	-0.14942169
475	24.6842804	-0.16602325
476	24.83505058	-0.1632576
477	24.65187073	-0.16602325
478	24.75501823	-0.18262672
479	24.82907677	-0.16049004
480	24.67102814	-0.14665413
481	24.90711403	-0.18539429
482	24.89984322	-0.17155838
483	24.88067055	-0.16602325
484	24.90446854	-0.14942169
485	24.65054893	-0.17432594
486	24.47655487	-0.17985916
487	24.60355568	-0.18815994
488	24.71404076	-0.18262672
489	24.73324203	-0.16602325
490	24.71404076	-0.18539429
491	24.81452942	-0.15772247
492	24.64327049	-0.19092751
493	24.6803093	-0.1770916
494	24.75107384	-0.1770916
495	24.79072571	-0.17432594
496	24.75834846	-0.14942169
497	24.78612328	-0.17155838
498	24.70081329	-0.21306419
499	24.69155884	-0.16602325
500	24.63136482	-0.19369507
501	24.65054893	-0.16879082
502	24.49111366	-0.19922829
503	24.57976723	-0.1770916
504	24.57513809	-0.19369507
505	24.66972733	-0.17155838
506	24.91041756	-0.19922829
507	24.79802513	-0.18815994
508	24.72856712	-0.19922829
509	24.7920742	-0.17155838
510	24.80527496	-0.15495491
511	24.87339592	-0.1770916
512	24.67237854	-0.15772247
513	24.75504494	-0.19092751
514	24.88529587	-0.16602325
515	24.75834846	-0.18539429
516	24.61816025	-0.17432594
517	24.41698265	-0.16879082
518	24.76694679	-0.18539429
519	24.82907677	-0.14665413
520	24.69353676	-0.18815994
521	24.80397606	-0.18262672
522	24.59895134	-0.19646263
523	24.57516098	-0.16049004
524	24.51030159	-0.17432594
525	24.66377449	-0.14942169
526	24.69483757	-0.17432594
527	24.77752304	-0.19092751
528	24.75237274	-0.17432594
529	24.53213882	-0.1770916
530	24.65649986	-0.17155838
531	24.63864136	-0.14112091
532	24.61813736	-0.17432594
533	24.62078476	-0.16879082
534	24.61085701	-0.17155838
535	24.72129059	-0.1632576
536	24.75237274	-0.1770916
537	24.81122398	-0.1632576
538	24.93223381	-0.19092751
539	24.77884674	-0.15772247
540	24.88067055	-0.16879082
541	24.73787117	-0.15495491
542	24.87802315	-0.14388847
543	24.68890953	-0.13282013
544	24.69486046	-0.19369507
545	24.33890533	-0.14112091
546	24.35809898	-0.16602325
547	24.61218452	-0.1770916
548	24.67565536	-0.16602325
549	24.82777786	-0.16049004
550	24.82907677	-0.17985916
551	24.65649986	-0.13282013
552	24.77620125	-0.18262672
553	24.71536255	-0.17432594
554	24.7477684	-0.19922829
555	24.55595207	-0.17985916
556	24.55463028	-0.16879082
557	24.48978806	-0.16049004
558	24.5916729	-0.16602325
559	24.49111366	-0.15495491
560	24.64459419	-0.17155838
561	24.67700386	-0.15495491
562	24.61350632	-0.15218925
563	24.56653595	-0.13005257
564	24.47192383	-0.1632576
565	24.48383331	-0.19092751
566	24.60355568	-0.1770916
567	24.70081329	-0.16602325
568	24.52816582	-0.17985916
569	24.54272079	-0.16879082
570	24.61813736	-0.19369507
571	24.74644661	-0.17432594
572	24.80995178	-0.20753098
573	24.80860329	-0.17985916
574	24.75704765	-0.18262672
575	24.92031288	-0.1770916
576	24.7920742	-0.18815994
577	24.70676422	-0.14112091
578	24.63996696	-0.17155838
579	24.85092163	-0.18815994
580	24.94875717	-0.17985916
581	24.75967026	-0.17155838
582	24.67437935	-0.17985916
583	24.62673569	-0.18539429
584	24.75042152	-0.20753098
585	24.63401413	-0.15772247
586	24.69155884	-0.17432594
587	24.72856712	-0.19369507
588	24.61483192	-0.21029663
589	24.52486038	-0.16879082
590	24.43222237	-0.1770916
591	24.27271271	-0.14112091
592	24.38655853	-0.1632576
593	24.49706841	-0.17155838
594	24.59895134	-0.19922829
595	24.65782166	-0.19092751
596	24.70213699	-0.19369507
597	24.77752304	-0.19646263
598	24.70213699	-0.19922829
599	24.74379921	-0.17155838
600	24.70213699	-0.17985916
601	24.49111366	-0.16602325
602	24.52816582	-0.19369507
603	24.43950081	-0.15772247
604	24.51625824	-0.18262672
605	24.56918335	-0.16602325
606	24.55328178	-0.17155838
607	24.68890953	-0.16049004
608	24.5440464	-0.16602325
609	24.72131348	-0.16879082
610	24.73189735	-0.18262672
611	24.84232521	-0.1632576
612	24.8674221	-0.17985916
613	24.6789875	-0.17432594
614	24.57381439	-0.19369507
615	24.56653595	-0.16049004
616	24.6842804	-0.17155838
617	25.0399456	-0.17155838
618	24.77289772	-0.16879082
619	24.67237854	-0.14665413
620	24.71073914	-0.14942169
621	24.81587601	-0.13835335
622	24.74049377	-0.17155838
623	24.64327049	-0.16602325
624	24.58704376	-0.20199585
625	24.53544235	-0.17985916
626	24.40707397	-0.18262672
627	24.66377449	-0.1770916
628	24.76429939	-0.19092751
629	24.64722061	-0.17985916
630	24.65187073	-0.14665413
631	24.69948769	-0.13835335
632	24.63864136	-0.16049004
633	24.74909401	-0.13558578
634	24.62541008	-0.17432594
635	24.67700386	-0.14942169
636	24.77159691	-0.17985916
637	24.89523697	-0.15495491
638	24.74049377	-0.1770916
639	24.57976723	-0.13835335
640	24.73784828	-0.16049004
641	24.57646561	-0.13282013
642	24.57644081	-0.127285
643	24.74049377	-0.12451744
644	24.50567245	-0.1632576
645	24.49111366	-0.14942169
646	24.82182693	-0.17985916
647	24.73454285	-0.15218925
648	24.6809597	-0.14665413
649	24.7920742	-0.14665413
650	24.87934494	-0.13282013
651	24.79670143	-0.15495491
652	24.69353676	-0.16879082
653	24.45405769	-0.14112091
654	24.63136482	-0.15772247
655	24.63864136	-0.14665413
656	24.82777786	-0.15218925
657	24.79802513	-0.15772247
658	24.78345299	-0.14388847
659	24.79537582	-0.13558578
660	24.75967026	-0.15495491
661	24.71406555	-0.15495491
662	24.75834846	-0.1770916
663	24.74049377	-0.14388847
664	24.65649986	-0.17155838
665	24.81587601	-0.16049004
666	24.71406555	-0.16879082
667	24.77289772	-0.14112091
668	24.74774361	-0.17432594
669	24.7682724	-0.16049004
670	24.73454285	-0.16879082
671	24.60027695	-0.14388847
672	24.69288445	-0.16602325
673	24.54999733	-0.13835335
674	24.68758392	-0.127285
675	24.67570305	-0.12175179
676	24.65649986	-0.16049004
677	24.71073914	-0.14942169
678	24.85686874	-0.18539429
679	24.70081329	-0.15218925
680	24.71404076	-0.17155838
681	24.65782166	-0.15495491
682	24.74316597	-0.15495491
683	24.87075424	-0.14388847
684	24.77884674	-0.15495491
685	24.6135273	-0.13835335
686	24.62541008	-0.14388847
687	24.63271141	-0.16049004
688	24.72461891	-0.17155838
689	24.65054893	-0.1632576
690	24.67102814	-0.17985916
691	24.61681175	-0.14665413
692	24.63864136	-0.15772247
693	24.40707397	-0.1632576
694	24.25947189	-0.1770916
695	24.34684753	-0.14942169
696	24.35082054	-0.19092751
697	24.52816582	-0.19092751
698	24.51162338	-0.21029663
699	24.40972519	-0.17985916
700	24.59897614	-0.19646263
701	24.57248878	-0.19369507
702	24.68297958	-0.19369507
703	24.72131348	-0.16602325
704	24.68890953	-0.18262672
705	24.70081329	-0.1770916
706	24.68758392	-0.17985916
707	24.79405785	-0.16879082
708	24.61681175	-0.19092751
709	24.62276459	-0.17432594
710	24.62408829	-0.17432594
711	24.75702477	-0.16602325
712	24.70938873	-0.1632576
713	24.62408829	-0.1632576
714	24.58109093	-0.18262672
715	24.58836937	-0.17155838
716	24.53544235	-0.17432594
717	24.72726822	-0.17985916
718	24.78347397	-0.18262672
719	24.54139709	-0.14942169
720	24.75371933	-0.16879082
721	24.71404076	-0.15495491
722	24.73917007	-0.18262672
723	24.88201523	-0.16602325
724	24.86282158	-0.1770916
725	24.81524849	-0.19369507
726	25.01022911	-0.16879082
727	24.93950462	-0.14665413
728	24.76099396	-0.20199585
729	24.77884674	-0.17432594
730	24.82315063	-0.19646263
731	24.93818474	-0.17155838
732	24.8687706	-0.19369507
733	24.98114586	-0.19369507
734	24.76696777	-0.18262672
735	24.82182693	-0.15495491
736	24.78215218	-0.19646263
737	24.63729286	-0.16602325
738	24.74644661	-0.17155838
739	24.79670143	-0.18815994
740	24.89984322	-0.19646263
741	24.92498589	-0.18815994
742	24.80397606	-0.18262672
743	24.76562309	-0.18262672
744	24.73782349	-0.17985916
745	24.52353287	-0.14665413
746	24.6624527	-0.16049004
747	24.76099396	-0.16049004
748	24.77289772	-0.1770916
749	24.8171978	-0.16879082
750	24.6425972	-0.15772247
751	24.86015129	-0.1770916
752	24.71533966	-0.17985916
753	24.71866798	-0.1632576
754	24.76696777	-0.18539429
755	24.745121	-0.16879082
756	24.61681175	-0.18539429
757	24.58109093	-0.1632576
758	24.67435837	-0.16602325
759	24.59429932	-0.15218925
760	24.68758392	-0.18815994
761	24.61085701	-0.18262672
762	24.66115189	-0.1632576
763	24.82315063	-0.17155838
764	24.72131348	-0.18539429
765	24.69353676	-0.17985916
766	24.5929985	-0.17155838
767	24.7920742	-0.17985916
768	24.9236412	-0.16879082
769	24.93091011	-0.15772247
770	24.73319435	-0.16049004
771	24.76429939	-0.19092751
772	24.82777786	-0.17432594
773	24.67565536	-0.17432594
774	24.72461891	-0.18815994
775	24.76562309	-0.16049004
776	24.65517616	-0.17985916
777	24.55595207	-0.17432594
778	24.75239754	-0.1770916
779	24.76297569	-0.17432594
780	24.63729286	-0.18815994
781	24.81587601	-0.17432594
782	24.82182693	-0.18539429
783	24.85290146	-0.15495491
784	24.78347397	-0.14665413
785	24.70213699	-0.14665413
786	24.63731766	-0.19646263
787	24.69155884	-0.20753098
788	24.62673569	-0.22136497
789	24.93223381	-0.19369507
790	24.76562309	-0.17432594
791	24.8687706	-0.18262672
792	24.85422516	-0.20476341
793	24.6624527	-0.19646263
794	24.8925457	-0.19646263
795	24.64591599	-0.17985916
796	24.60160065	-0.18262672
797	24.65319633	-0.17155838
798	24.67568016	-0.19646263
799	24.69153404	-0.1770916
800	24.47788048	-0.20199585
801	24.68163109	-0.18815994
802	24.47920418	-0.19922829
803	24.52816582	-0.18815994
804	24.59895134	-0.18539429
805	24.61813736	-0.15218925
806	24.43950081	-0.1770916
807	24.56653595	-0.17432594
808	24.63266563	-0.1632576
809	24.69486046	-0.14942169
810	24.56058311	-0.18539429
811	24.32101631	-0.16049004
812	24.43354416	-0.17985916
813	24.47920418	-0.15772247
814	24.63136482	-0.1632576
815	24.52353287	-0.127285
816	24.59895134	-0.15218925
817	24.67570305	-0.15772247
818	24.71869278	-0.16879082
819	24.61483192	-0.19922829
820	24.69483757	-0.18815994
821	24.58244133	-0.16879082
822	24.69486046	-0.18815994
823	24.74049377	-0.15495491
824	24.72856712	-0.17155838
825	24.77025223	-0.16602325
826	24.76696777	-0.17985916
827	24.87207413	-0.15772247
828	24.5929985	-0.18262672
829	24.73787117	-0.14942169
830	24.65914917	-0.1770916
831	24.82315063	-0.14388847
832	24.61945915	-0.18262672
833	24.44080162	-0.1632576
834	24.48515892	-0.17985916
835	24.55330276	-0.16049004
836	24.60027695	-0.1632576
837	24.48648643	-0.14388847
838	24.67107391	-0.16602325
839	24.6842804	-0.15772247
840	24.65649986	-0.19922829
841	24.6624527	-0.18262672
842	24.60490417	-0.17155838
843	24.72856712	-0.13005257
844	24.92498589	-0.14388847
845	24.83505058	-0.15218925
846	24.78017044	-0.14942169
847	24.74644661	-0.15218925
848	24.6803093	-0.18815994
849	24.56323242	-0.16049004
850	24.72726822	-0.16879082
851	24.70213699	-0.18815994
852	24.68626213	-0.17985916
853	24.75107384	-0.14942169
854	24.81124878	-0.20753098
855	24.8185215	-0.17155838
856	24.77884674	-0.19092751
857	24.71999359	-0.19646263
858	24.68163109	-0.1770916
859	24.85422516	-0.15495491
860	24.832407	-0.17155838
861	24.7920742	-0.13282013
862	24.8171978	-0.17432594
863	24.64197159	-0.15495491
864	24.72131348	-0.16602325
865	24.7907505	-0.15218925
866	24.77884674	-0.19922829
867	24.74644661	-0.17985916
868	24.73782349	-0.1770916
869	24.83372879	-0.19922829
870	24.90446854	-0.19369507
871	25.01485634	-0.19092751
872	24.92366219	-0.19092751
873	24.80397606	-0.16049004
874	24.72726822	-0.15495491
875	24.75107384	-0.18539429
876	24.61681175	-0.17155838
877	24.65782166	-0.15772247
878	24.64327049	-0.18262672
879	24.70213699	-0.15218925
880	24.65054893	-0.16879082
881	24.59564781	-0.14112091
882	24.69486046	-0.1632576
883	24.68028641	-0.13282013
884	24.75704765	-0.15772247
885	24.85885048	-0.1632576
886	24.85554504	-0.17155838
887	24.67700386	-0.16602325
888	24.6803093	-0.14942169
889	24.69951248	-0.17985916
890	24.70808983	-0.14112091
891	24.82579803	-0.14112091
892	24.82315063	-0.19092751
893	24.75834846	-0.1632576
894	24.73586655	-0.19646263
895	24.8185215	-0.19922829
896	24.85290146	-0.17155838
897	24.6829567	-0.1632576
898	24.6829319	-0.18262672
899	24.48515892	-0.13835335
900	24.64726639	-0.16602325
901	24.67565536	-0.15495491
902	24.85686874	-0.15495491
903	24.79535294	-0.13282013
904	24.68163109	-0.16879082
905	24.72263908	-0.13558578
906	24.7933979	-0.14112091
907	24.80995178	-0.16602325
908	24.67830467	-0.16049004
909	24.63599586	-0.1770916
910	24.74644661	-0.19092751
911	25.00756073	-0.14942169
912	24.80992699	-0.14388847
913	24.70676422	-0.15218925
914	24.66377449	-0.14942169
915	24.54272079	-0.13835335
916	24.53409767	-0.14388847
917	24.60025215	-0.1632576
918	24.68163109	-0.1632576
919	24.73454285	-0.16049004
920	24.72594452	-0.14112091
921	24.75371933	-0.12451744
922	24.74644661	-0.18262672
923	24.72726822	-0.14665413
924	24.58836937	-0.1632576
925	24.68626213	-0.127285
926	24.50302315	-0.1632576
927	24.64459419	-0.14942169
928	24.53546524	-0.1632576
929	24.50169945	-0.14665413
930	24.66840363	-0.13558578
931	24.69223976	-0.12451744
932	24.75702477	-0.12175179
933	24.56190491	-0.13282013
